Series_reference,Period,Type,Data_value,Lower_CI,Upper_CI,Units,Indicator,Cause,Validation,Population,Age,Severity
C_M02,2006,Single year,15.60037618,12.99747684,18.20327551,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2007,Single year,14.41842695,11.91986199,16.91699191,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2008,Single year,11.64239728,9.392586012,13.89220855,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2009,Single year,12.60502215,10.26793859,14.9421057,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2010,Single year,12.70462205,10.35908644,15.05015766,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2011,Single year,10.48738887,8.363444323,12.61133341,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2012,Single year,9.426634227,7.418381091,11.43488736,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2013,Single year,11.51325063,9.275262948,13.75123832,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2014,Single year,11.809494,9.55768055,14.06130745,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2015,Single year,10.90476175,8.763493943,13.04602955,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2016,Single year,13.27687402,10.90572634,15.64802171,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2017,Single year,12.366523,10.10217626,14.63086973,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2018,Single year,12.21182966,9.967470786,14.45618854,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2019,Single year,13.26927875,10.95087155,15.58768594,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_I21,2000,Single year,937,877.0046092,996.9953908,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2001,Single year,926,866.3578097,985.6421903,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2002,Single year,846,788.9923324,903.0076676,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2003,Single year,807,751.3218421,862.6781579,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2004,Single year,709,656.8119333,761.1880667,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2005,Single year,750,696.3241757,803.6758243,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2006,Single year,716,663.5549381,768.4450619,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2007,Single year,772,717.5426202,826.4573798,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2008,Single year,701,649.1072006,752.8927994,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2009,Single year,782,727.1910518,836.8089482,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2010,Single year,704,651.9962789,756.0037211,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2011,Single year,699,647.1812803,750.8187197,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2012,Single year,689,637.5532787,740.4467213,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2013,Single year,718,665.4817419,770.5182581,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2014,Single year,733,679.9359885,786.0640115,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2015,Single year,703,651.0332265,754.9667735,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2016,Single year,758,704.038664,811.961336,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2017,Single year,699,647.1812803,750.8187197,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I22,2000,Single year,106.5257756,99.70076069,113.3507906,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2001,Single year,105.4565551,98.66312481,112.2499855,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2002,Single year,95.658209,89.21217234,102.1042457,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2003,Single year,90.71696756,84.45804111,96.97589401,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2004,Single year,79.33225319,73.49268711,85.17181927,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2005,Single year,84.13241865,78.1111222,90.1537151,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2006,Single year,80.33520058,74.45045323,86.21994793,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2007,Single year,86.00377314,79.93466982,92.07287646,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2008,Single year,77.47687845,71.735843,83.2179139,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2009,Single year,85.49853476,79.49648881,91.50058071,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2010,Single year,76.26016106,70.61432722,81.9059949,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2011,Single year,75.10237629,69.52011425,80.68463833,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2012,Single year,74.3812464,68.81310535,79.94938744,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2013,Single year,77.78139841,72.07899916,83.48379765,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2014,Single year,79.63853836,73.86234394,85.41473279,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2015,Single year,76.38879854,70.73106361,82.04653346,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2016,Single year,81.91518481,76.07218024,87.75818937,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2017,Single year,74.61907321,69.07911965,80.15902676,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_F21,2000,Single year,210,181.5974235,238.4025765,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2001,Single year,213,184.3952674,241.6047326,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2002,Single year,177,150.9243752,203.0756248,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2003,Single year,187,160.1978956,213.8021044,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2004,Single year,143,119.5622396,166.4377604,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2005,Single year,143,119.5622396,166.4377604,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2006,Single year,153,128.7565844,177.2434156,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2007,Single year,164,138.9002142,189.0997858,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2008,Single year,156,131.5200577,180.4799423,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2009,Single year,179,152.7774691,205.2225309,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2010,Single year,162,137.0537312,186.9462688,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2011,Single year,147,123.2366996,170.7633004,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2012,Single year,210,181.5974235,238.4025765,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2013,Single year,221,191.8630407,250.1369593,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2014,Single year,210,181.5974235,238.4025765,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2015,Single year,185,158.3416077,211.6583923,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2016,Single year,194,166.7008606,221.2991394,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2017,Single year,185,158.3416077,211.6583923,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F22,2000,Single year,23.81619759,20.5932682,27.03912698,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2001,Single year,24.16364481,20.91816821,27.4091214,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2002,Single year,19.99063671,17.04557647,22.93569695,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2003,Single year,21.02115605,18.00826183,24.03405027,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2004,Single year,16.00459569,13.38139596,18.62779542,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2005,Single year,16.03622487,13.4078198,18.66462995,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2006,Single year,17.15449352,14.43610815,19.87287888,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2007,Single year,18.17502108,15.3923609,20.95768126,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2008,Single year,17.2051294,14.50258462,19.90767419,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2009,Single year,19.57617101,16.70414439,22.44819764,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2010,Single year,17.63690568,14.91508059,20.35873076,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2011,Single year,15.81469913,13.25141714,18.37798113,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2012,Single year,22.78643341,19.69689792,25.8759689,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2013,Single year,23.99697069,20.82599969,27.16794168,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2014,Single year,22.92148855,19.8157491,26.02722801,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2015,Single year,20.20489857,17.28753736,23.12225977,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2016,Single year,20.96286433,18.00719857,23.91853009,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2017,Single year,19.5943189,16.76710531,22.42153249,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_M21,2000,Single year,239,208.6996921,269.3003079,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2001,Single year,186,159.2696551,212.7303449,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2002,Single year,169,143.5204682,194.4795318,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2003,Single year,177,150.9243752,203.0756248,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2004,Single year,141,117.7267172,164.2732828,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2005,Single year,177,150.9243752,203.0756248,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2006,Single year,162,137.0537312,186.9462688,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2007,Single year,158,133.3636347,182.6363653,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2008,Single year,124,102.1747647,145.8252353,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2009,Single year,134,111.3117766,156.6882234,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2010,Single year,128,105.8255388,150.1744612,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2011,Single year,104,84.01221079,123.9877892,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2012,Single year,99,79.49860458,118.5013954,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2013,Single year,109,88.53737525,129.4626247,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2014,Single year,119,97.61931714,140.3806829,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2015,Single year,110,89.44372431,130.5562757,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2016,Single year,136,113.1430886,158.8569114,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2017,Single year,128,105.8255388,150.1744612,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2000,Single year,27.33817492,23.86953438,30.80681546,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2001,Single year,21.30143562,18.23953843,24.36333281,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2002,Single year,19.15202894,16.26447828,22.03957961,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2003,Single year,19.89703006,16.96580129,22.82825882,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2004,Single year,15.80114004,13.19298648,18.40929361,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2005,Single year,19.89855226,16.96704664,22.83005788,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2006,Single year,18.30872788,15.48928338,21.12817239,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2007,Single year,17.78073109,15.00737948,20.55408269,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2008,Single year,13.97491032,11.51342133,16.4363993,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2009,Single year,15.02951705,12.48168754,17.57734656,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2010,Single year,14.33543743,11.84831534,16.82255951,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2011,Single year,11.59880111,9.365469903,13.83213231,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2012,Single year,11.02074735,8.845390124,13.19610457,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2013,Single year,12.25821782,9.952850445,14.56358519,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2014,Single year,13.22990307,10.84893259,15.61087355,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2015,Single year,11.99333743,9.747914315,14.23876055,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2016,Single year,14.92974001,12.41474001,17.44474,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M22,2017,Single year,13.73401356,11.35042936,16.11759775,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
a12,2000,Single year,1.465331284,1.084229532,1.846433035,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2001,Single year,1.354007879,0.985710277,1.722305482,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2002,Single year,1.77664234,1.360360619,2.192924061,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2003,Single year,1.440027807,1.069428185,1.81062743,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2004,Single year,1.199462304,0.863585699,1.535338908,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2005,Single year,1.704247864,1.30485316,2.103642567,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2006,Single year,1.552800853,1.174928229,1.930673478,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2007,Single year,1.267193508,0.928853689,1.605533328,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2008,Single year,1.257613283,0.918286826,1.596939741,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2009,Single year,1.989069371,1.562445036,2.415693707,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2010,Single year,1.253865058,0.920822867,1.586907249,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2011,Single year,1.229792195,0.900095191,1.559489198,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2012,Single year,1.302583099,0.961845645,1.643320553,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2013,Single year,1.181539126,0.857246653,1.505831599,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2014,Single year,1.005753,0.709085754,1.302420246,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2015,Single year,1.261123834,0.936521294,1.585726375,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2016,Single year,1.238203269,0.914973321,1.561433217,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a12,2017,Single year,0.841274397,0.57688355,1.105665245,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Fatal
a11,2000,Single year,57,42.20259642,71.79740358,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2001,Single year,52,37.86649871,66.13350129,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2002,Single year,70,53.60176481,86.39823519,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2003,Single year,58,43.073359,72.926641,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2004,Single year,49,35.28025211,62.71974789,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2005,Single year,70,53.60176481,86.39823519,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2006,Single year,65,49.19826518,80.80173482,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2007,Single year,54,39.59726497,68.40273503,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2008,Single year,53,38.73124681,67.26875319,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2009,Single year,84,66.03663336,101.9633666,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2010,Single year,55,40.46451806,69.53548194,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2011,Single year,54,39.59726497,68.40273503,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2012,Single year,57,42.20259642,71.79740358,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2013,Single year,52,37.86649871,66.13350129,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2014,Single year,45,31.85216189,58.14783811,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2015,Single year,59,43.94523097,74.05476903,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2016,Single year,58,43.073359,72.926641,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
a11,2017,Single year,40,27.60409935,52.39590065,Injuries,Number,Assault,Validated,Whole pop,All ages,Fatal
f12b,2000,Single year,1.571001294,1.166206189,1.975796399,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2001,Single year,1.766489904,1.336673487,2.196306322,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2002,Single year,1.875177229,1.435791511,2.314562948,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2003,Single year,1.864236333,1.43060577,2.297866896,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2004,Single year,2.483293368,1.986471437,2.980115299,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2005,Single year,2.11080383,1.656448583,2.565159076,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2006,Single year,1.969762238,1.53480232,2.404722157,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2007,Single year,1.940332033,1.51140366,2.369260405,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2008,Single year,2.388626733,1.919548704,2.857704763,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2009,Single year,2.194413385,1.748944755,2.639882015,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2010,Single year,2.292425245,1.840734714,2.744115776,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2011,Single year,2.049099748,1.632314934,2.465884561,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2012,Single year,1.890223349,1.492708579,2.287738119,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2013,Single year,1.601495075,1.239257393,1.963732757,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2014,Single year,2.034312409,1.631512595,2.437112224,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2015,Single year,1.61624895,1.262893164,1.969604737,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2016,Single year,1.771507835,1.400543926,2.142471744,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f12b,2017,Single year,1.596300591,1.259433989,1.933167193,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2000,Single year,58,43.073359,72.926641,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2001,Single year,65,49.19826518,80.80173482,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2002,Single year,70,53.60176481,86.39823519,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2003,Single year,71,54.48504992,87.51495008,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2004,Single year,96,76.79635329,115.2036467,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2005,Single year,83,65.1438783,100.8561217,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2006,Single year,79,61.57945905,96.42054095,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2007,Single year,79,61.57945905,96.42054095,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2008,Single year,100,80.40036015,119.5996398,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2009,Single year,94,74.99744414,113.0025559,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2010,Single year,100,80.40036015,119.5996398,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2011,Single year,94,74.99744414,113.0025559,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2012,Single year,88,69.61390808,106.3860919,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2013,Single year,77,59.80138584,94.19861416,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2014,Single year,100,80.40036015,119.5996398,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2015,Single year,82,64.25177126,99.74822874,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2016,Single year,90,71.40614903,108.593851,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
f11b,2017,Single year,88,69.61390808,106.3860919,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Fatal
w14,2002,Single year,5.815179761,4.651025928,6.979333594,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2003,Single year,5.330552176,4.241305167,6.419799184,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2004,Single year,4.309379241,3.358017148,5.260741334,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2005,Single year,4.003927137,3.096435054,4.911419221,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2006,Single year,3.854061272,2.978196657,4.729925888,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2007,Single year,2.831550256,2.089216543,3.57388397,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2008,Single year,3.341838301,2.5366252,4.147051401,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2009,Single year,3.59183183,2.744253992,4.439409667,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2010,Single year,4.550425217,3.585015221,5.515835212,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2011,Single year,5.709942943,4.649846456,6.77003943,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2012,Single year,2.549095473,1.831737967,3.26645298,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2013,Single year,2.575344285,1.844284394,3.306404176,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2014,Single year,2.128116263,1.516303255,2.739929271,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2015,Single year,1.90588751,1.321944662,2.489830359,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2016,Single year,2.056567036,1.463432493,2.649701579,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2017,Single year,2.394841522,1.765576591,3.024106452,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
